Date,Market price (EUR)
10 Nov 2020,54.0560
09 Nov 2020,55.1700
06 Nov 2020,53.3060
05 Nov 2020,53.7340
04 Nov 2020,53.4880
03 Nov 2020,52.1360
02 Nov 2020,51.3760
30 Oct 2020,50.5600
29 Oct 2020,51.1220
28 Oct 2020,50.6900
27 Oct 2020,51.8300
26 Oct 2020,51.7100
23 Oct 2020,52.6200
22 Oct 2020,52.4000
21 Oct 2020,52.4000
20 Oct 2020,52.5440
19 Oct 2020,53.2360
16 Oct 2020,53.9120
15 Oct 2020,53.4140
14 Oct 2020,53.8680
13 Oct 2020,54.1880
12 Oct 2020,53.9280
09 Oct 2020,52.9620
08 Oct 2020,52.6820
07 Oct 2020,52.2540
06 Oct 2020,52.1220
05 Oct 2020,51.9520
02 Oct 2020,51.6060
01 Oct 2020,51.9320
30 Sep 2020,51.8720
29 Sep 2020,51.3360
28 Sep 2020,51.8220
25 Sep 2020,50.7180
24 Sep 2020,50.2560
23 Sep 2020,50.8840
22 Sep 2020,50.5060
21 Sep 2020,49.7170
18 Sep 2020,50.6940
17 Sep 2020,51.2840
16 Sep 2020,52.0780
15 Sep 2020,51.9800
14 Sep 2020,51.5640
11 Sep 2020,51.0180
10 Sep 2020,51.6440
09 Sep 2020,51.8820
08 Sep 2020,51.2580
07 Sep 2020,52.3600
04 Sep 2020,51.6100
03 Sep 2020,52.9380
02 Sep 2020,53.9900
01 Sep 2020,52.9520
31 Aug 2020,52.7520
28 Aug 2020,52.8780
27 Aug 2020,53.3380
26 Aug 2020,52.7000
25 Aug 2020,52.3140
24 Aug 2020,52.1960
21 Aug 2020,51.7700
20 Aug 2020,51.3280
19 Aug 2020,51.4420
18 Aug 2020,51.1400
17 Aug 2020,51.3440
14 Aug 2020,51.3940
13 Aug 2020,51.4600
12 Aug 2020,51.5560
11 Aug 2020,51.6040
10 Aug 2020,51.2700
07 Aug 2020,51.0860
06 Aug 2020,50.5040
05 Aug 2020,50.3400
04 Aug 2020,50.4720
03 Aug 2020,50.5300
31 Jul 2020,49.3430
30 Jul 2020,49.3630
29 Jul 2020,49.5820
28 Jul 2020,49.6700
27 Jul 2020,49.2680
24 Jul 2020,49.7780
23 Jul 2020,50.7600
22 Jul 2020,50.6600
21 Jul 2020,51.2180
20 Jul 2020,50.8660
17 Jul 2020,50.6400
16 Jul 2020,50.4340
15 Jul 2020,50.7300
14 Jul 2020,49.9590
13 Jul 2020,51.1160
10 Jul 2020,50.2440
09 Jul 2020,49.7860
08 Jul 2020,49.9340
07 Jul 2020,50.5540
06 Jul 2020,50.5640
03 Jul 2020,49.9730
02 Jul 2020,50.2480
01 Jul 2020,49.5710
30 Jun 2020,49.1280
29 Jun 2020,48.5970
26 Jun 2020,48.5590
25 Jun 2020,48.7360
24 Jun 2020,48.6870
23 Jun 2020,49.9790
22 Jun 2020,49.5090
19 Jun 2020,50.2840
18 Jun 2020,49.8380
17 Jun 2020,50.0520
16 Jun 2020,49.7910
15 Jun 2020,48.0470
12 Jun 2020,48.5330
11 Jun 2020,48.6190
10 Jun 2020,50.4680
09 Jun 2020,50.7420
08 Jun 2020,51.0440
05 Jun 2020,50.9520
04 Jun 2020,49.3990
03 Jun 2020,49.8460
02 Jun 2020,49.1610
01 Jun 2020,49.1610
29 May 2020,48.6470
28 May 2020,49.5520
27 May 2020,48.8990
26 May 2020,49.1520
25 May 2020,49.3120
22 May 2020,48.4050
21 May 2020,48.2840
20 May 2020,48.6310
19 May 2020,48.5650
18 May 2020,48.7310
15 May 2020,46.9510
14 May 2020,46.6350
13 May 2020,46.9460
12 May 2020,48.3070
11 May 2020,48.4710
08 May 2020,48.2130
07 May 2020,48.0630
06 May 2020,47.6040
05 May 2020,47.8180
04 May 2020,46.3020
01 May 2020,46.3020
30 Apr 2020,47.7050
29 Apr 2020,48.4390
28 Apr 2020,47.6650
27 Apr 2020,47.5660
24 Apr 2020,46.4490
23 Apr 2020,46.8780
22 Apr 2020,46.1770
21 Apr 2020,45.0820
20 Apr 2020,47.2410
17 Apr 2020,46.7620
16 Apr 2020,46.1840
15 Apr 2020,45.5920
14 Apr 2020,46.1050
13 Apr 2020,46.1050
09 Apr 2020,45.7630
08 Apr 2020,44.7820
07 Apr 2020,44.8610
06 Apr 2020,43.2520
03 Apr 2020,41.4070
02 Apr 2020,41.4260
01 Apr 2020,41.0580
31 Mar 2020,43.0100
30 Mar 2020,42.3160
27 Mar 2020,41.3910
26 Mar 2020,42.1500
25 Mar 2020,41.5410
24 Mar 2020,40.7130
23 Mar 2020,37.2190
20 Mar 2020,39.8750
19 Mar 2020,40.0340
18 Mar 2020,39.1720
17 Mar 2020,40.7080
16 Mar 2020,41.7000
13 Mar 2020,40.6400
12 Mar 2020,40.5070
11 Mar 2020,43.9850
10 Mar 2020,43.5260
09 Mar 2020,43.6070
06 Mar 2020,46.6280
05 Mar 2020,49.0070
04 Mar 2020,49.1080
03 Mar 2020,48.7760
02 Mar 2020,48.3380
28 Feb 2020,47.3370
27 Feb 2020,49.6520
26 Feb 2020,51.9640
25 Feb 2020,52.3440
24 Feb 2020,53.3160
21 Feb 2020,55.0560
20 Feb 2020,55.4700
19 Feb 2020,56.1140
18 Feb 2020,55.4920
17 Feb 2020,55.8520
14 Feb 2020,55.6460
13 Feb 2020,55.6280
12 Feb 2020,55.3160
11 Feb 2020,55.0020
10 Feb 2020,54.6220
07 Feb 2020,54.4140
06 Feb 2020,54.3360
05 Feb 2020,53.8640
04 Feb 2020,53.3940
03 Feb 2020,52.4190
31 Jan 2020,51.9280
